,state,regional_division,population,article_title,revision_id,article_quality
156,Alabama,South,"5,074,296","Gadsden, Alabama",1177146243,C
157,Alabama,South,"5,074,296","Gainesville, Alabama",1166068936,C
158,Alabama,South,"5,074,296","Gantt, Alabama",1166068957,Start
159,Alabama,South,"5,074,296","Garden City, Alabama",1166068968,C
160,Alabama,South,"5,074,296","Gardendale, Alabama",1175530987,C
161,Alabama,South,"5,074,296","Gaylesville, Alabama",1166069113,C
162,Alabama,South,"5,074,296","Geiger, Alabama",1166069121,Start
163,Alabama,South,"5,074,296","Geneva, Alabama",1179698088,C
164,Alabama,South,"5,074,296","Georgiana, Alabama",1178540000,Start
165,Alabama,South,"5,074,296","Geraldine, Alabama",1166069211,C
166,Alabama,South,"5,074,296","Gilbertown, Alabama",1166069407,C
167,Alabama,South,"5,074,296","Glen Allen, Alabama",1166069457,C
168,Alabama,South,"5,074,296","Glencoe, Alabama",1165748058,C
169,Alabama,South,"5,074,296","Glenwood, Alabama",1096814086,Start
170,Alabama,South,"5,074,296","Goldville, Alabama",1177535939,Start
171,Alabama,South,"5,074,296","Good Hope, Alabama",1165748200,C
172,Alabama,South,"5,074,296","Goodwater, Alabama",1166069571,C
173,Alabama,South,"5,074,296","Gordo, Alabama",1176908359,C
174,Alabama,South,"5,074,296","Gordon, Alabama",1166069580,C
175,Alabama,South,"5,074,296","Gordonville, Alabama",1166069594,C
176,Alabama,South,"5,074,296","Goshen, Alabama",1166069601,C
177,Alabama,South,"5,074,296","Grant, Alabama",1166069728,GA
178,Alabama,South,"5,074,296","Graysville, Alabama",1177622200,C
179,Alabama,South,"5,074,296","Greensboro, Alabama",1172134373,C
180,Alabama,South,"5,074,296","Greenville, Alabama",1171417115,C
181,Alabama,South,"5,074,296","Grimes, Alabama",1166180119,Start
182,Alabama,South,"5,074,296","Grove Hill, Alabama",1144754911,C
183,Alabama,South,"5,074,296","Guin, Alabama",1173001379,C
184,Alabama,South,"5,074,296","Gulf Shores, Alabama",1174473447,C
185,Alabama,South,"5,074,296","Guntersville, Alabama",1169878221,C
186,Alabama,South,"5,074,296","Gurley, Alabama",1173078483,C
187,Alabama,South,"5,074,296","Gu-Win, Alabama",1175521277,C
188,Alabama,South,"5,074,296","Hackleburg, Alabama",1167581471,GA
189,Alabama,South,"5,074,296","Haleburg, Alabama",1166180281,C
190,Alabama,South,"5,074,296","Haleyville, Alabama",1168590141,GA
191,Alabama,South,"5,074,296","Hamilton, Alabama",1170634832,C
192,Alabama,South,"5,074,296","Hammondville, Alabama",1166180369,C
193,Alabama,South,"5,074,296","Hanceville, Alabama",1169612470,C
194,Alabama,South,"5,074,296","Harpersville, Alabama",1177953234,C
195,Alabama,South,"5,074,296","Hartford, Alabama",1165749307,C
196,Alabama,South,"5,074,296","Hartselle, Alabama",1165749341,C
197,Alabama,South,"5,074,296","Hayden, Alabama",1166180747,C
198,Alabama,South,"5,074,296","Hayneville, Alabama",1166180764,C
199,Alabama,South,"5,074,296","Headland, Alabama",1168369252,C
200,Alabama,South,"5,074,296","Heath, Alabama",1166180800,Start
201,Alabama,South,"5,074,296","Heflin, Alabama",1176321971,C
202,Alabama,South,"5,074,296","Helena, Alabama",1177702091,C
203,Alabama,South,"5,074,296","Henagar, Alabama",1165749718,C
204,Alabama,South,"5,074,296","Highland Lake, Alabama",1166180993,Start
205,Alabama,South,"5,074,296","Hillsboro, Alabama",1166181055,C
206,Alabama,South,"5,074,296","Hobson City, Alabama",1166181157,C
207,Alabama,South,"5,074,296","Hodges, Alabama",1166181162,C
208,Alabama,South,"5,074,296","Hokes Bluff, Alabama",1165750177,C
209,Alabama,South,"5,074,296","Holly Pond, Alabama",1166181271,C
210,Alabama,South,"5,074,296","Hollywood, Alabama",1166181286,C
211,Alabama,South,"5,074,296","Homewood, Alabama",1177622299,GA
212,Alabama,South,"5,074,296","Hoover, Alabama",1177622412,C
213,Alabama,South,"5,074,296","Horn Hill, Alabama",1166181398,Start
214,Alabama,South,"5,074,296","Hueytown, Alabama",1177622536,C
215,Alabama,South,"5,074,296","Huntsville, Alabama",1179363035,FA
216,Alabama,South,"5,074,296","Hurtsboro, Alabama",1096814754,C
217,Alabama,South,"5,074,296","Hytop, Alabama",1166181602,Start
218,Alabama,South,"5,074,296","Ider, Alabama",1166181612,C
219,Alabama,South,"5,074,296","Indian Springs Village, Alabama",1166181665,C
220,Alabama,South,"5,074,296","Irondale, Alabama",1169440818,C
221,Alabama,South,"5,074,296","Jackson, Alabama",1165750992,C
222,Alabama,South,"5,074,296","Jackson's Gap, Alabama",1166181798,Start
223,Alabama,South,"5,074,296","Jacksonville, Alabama",1175988040,C
224,Alabama,South,"5,074,296","Jasper, Alabama",1174380579,C
225,Alabama,South,"5,074,296","Jemison, Alabama",1165751151,C
226,Alabama,South,"5,074,296","Kansas, Alabama",1166182143,Start
227,Alabama,South,"5,074,296","Kellyton, Alabama",1166182186,Stub
228,Alabama,South,"5,074,296","Kennedy, Alabama",1166182247,Start
229,Alabama,South,"5,074,296","Killen, Alabama",1166182386,C
230,Alabama,South,"5,074,296","Kimberly, Alabama",1177622633,C
231,Alabama,South,"5,074,296","Kinsey, Alabama",1166182487,C
232,Alabama,South,"5,074,296","Kinston, Alabama",1166182489,C
233,Alabama,South,"5,074,296","LaFayette, Alabama",1165752571,C
234,Alabama,South,"5,074,296","Lake View, Alabama",1170831381,C
235,Alabama,South,"5,074,296","Lakeview, Alabama",1166205391,Start
236,Alabama,South,"5,074,296","Lanett, Alabama",1165889187,C
237,Alabama,South,"5,074,296","Langston, Alabama",1171521067,C
238,Alabama,South,"5,074,296","Leeds, Alabama",1179531175,C
239,Alabama,South,"5,074,296","Leesburg, Alabama",1166205728,C
240,Alabama,South,"5,074,296","Leighton, Alabama",1148926606,C
241,Alabama,South,"5,074,296","Lester, Alabama",1166205815,Start
242,Alabama,South,"5,074,296","Level Plains, Alabama",1165890044,Start
243,Alabama,South,"5,074,296","Lexington, Alabama",1166205880,Start
244,Alabama,South,"5,074,296","Libertyville, Alabama",1166205930,Start
245,Alabama,South,"5,074,296","Lincoln, Alabama",1165890317,C
246,Alabama,South,"5,074,296","Linden, Alabama",1170891816,GA
247,Alabama,South,"5,074,296","Lineville, Alabama",1165890459,GA
248,Alabama,South,"5,074,296","Lipscomb, Alabama",1177622747,C
249,Alabama,South,"5,074,296","Lisman, Alabama",1166206088,C
250,Alabama,South,"5,074,296","Littleville, Alabama",1166206172,Start
251,Alabama,South,"5,074,296","Livingston, Alabama",1165891122,C
252,Alabama,South,"5,074,296","Loachapoka, Alabama",1166206211,C
253,Alabama,South,"5,074,296","Lockhart, Alabama",1166206220,C
254,Alabama,South,"5,074,296","Locust Fork, Alabama",1173287337,C
255,Alabama,South,"5,074,296","Louisville, Alabama",1166206343,Start
256,Alabama,South,"5,074,296","Lowndesboro, Alabama",1166206408,C
257,Alabama,South,"5,074,296","Loxley, Alabama",1170361974,C
258,Alabama,South,"5,074,296","Luverne, Alabama",1173068585,C
259,Alabama,South,"5,074,296","Lynn, Alabama",1166206561,Start
260,Alabama,South,"5,074,296","Madison, Alabama",1177703025,C
261,Alabama,South,"5,074,296","Madrid, Alabama",1166206649,C
262,Alabama,South,"5,074,296","Magnolia Springs, Alabama",1166206656,GA
263,Alabama,South,"5,074,296","Malvern, Alabama",1166206718,C
264,Alabama,South,"5,074,296","Maplesville, Alabama",1166206829,C
265,Alabama,South,"5,074,296","Margaret, Alabama",1165892174,C
266,Alabama,South,"5,074,296","Marion, Alabama",1165892206,GA
267,Alabama,South,"5,074,296","Maytown, Alabama",1166207284,Start
268,Alabama,South,"5,074,296","McIntosh, Alabama",1176350576,C
269,Alabama,South,"5,074,296","McKenzie, Alabama",1166207344,Start
270,Alabama,South,"5,074,296","McMullen, Alabama",1166207363,Start
271,Alabama,South,"5,074,296","Memphis, Alabama",1166207484,Start
272,Alabama,South,"5,074,296","Mentone, Alabama",1166207510,GA
273,Alabama,South,"5,074,296","Midfield, Alabama",1165893352,C
274,Alabama,South,"5,074,296","Midland City, Alabama",1166207749,C
275,Alabama,South,"5,074,296","Midway, Alabama",1158753496,C
276,Alabama,South,"5,074,296","Millbrook, Alabama",1178021676,C
277,Alabama,South,"5,074,296","Millport, Alabama",1166207935,C
278,Alabama,South,"5,074,296","Millry, Alabama",1166207936,Start
279,Alabama,South,"5,074,296","Mobile, Alabama",1178152366,GA
280,Alabama,South,"5,074,296","Monroeville, Alabama",1172371452,C
281,Alabama,South,"5,074,296","Montevallo, Alabama",1177552745,C
282,Alabama,South,"5,074,296","Montgomery, Alabama",1174537991,GA
283,Alabama,South,"5,074,296","Moody, Alabama",1179508395,C
284,Alabama,South,"5,074,296","Mooresville, Alabama",1169255573,C
285,Alabama,South,"5,074,296","Morris, Alabama",1177624137,C
286,Alabama,South,"5,074,296","Mosses, Alabama",1175025748,C
287,Alabama,South,"5,074,296","Moulton, Alabama",1165894467,C
288,Alabama,South,"5,074,296","Moundville, Alabama",1166208667,C
289,Alabama,South,"5,074,296","Mount Vernon, Alabama",1166208775,GA
290,Alabama,South,"5,074,296","Mountain Brook, Alabama",1172621297,C
291,Alabama,South,"5,074,296","Mulga, Alabama",1157496931,Start
292,Alabama,South,"5,074,296","Munford, Alabama",1178871326,C
293,Alabama,South,"5,074,296","Muscle Shoals, Alabama",1178909921,C
294,Alabama,South,"5,074,296","Myrtlewood, Alabama",1166208882,GA
295,Alabama,South,"5,074,296","Napier Field, Alabama",1166208894,Start
296,Alabama,South,"5,074,296","Natural Bridge, Alabama",1166208941,C
297,Alabama,South,"5,074,296","Nauvoo, Alabama",1096820857,C
298,Alabama,South,"5,074,296","Nectar, Alabama",1166208963,Start
299,Alabama,South,"5,074,296","Needham, Alabama",1166208968,Start
300,Alabama,South,"5,074,296","New Brockton, Alabama",1166209021,C
301,Alabama,South,"5,074,296","New Hope, Alabama",1165895256,C
302,Alabama,South,"5,074,296","New Site, Alabama",1166209336,Start
303,Alabama,South,"5,074,296","Newbern, Alabama",1176337691,GA
304,Alabama,South,"5,074,296","Newton, Alabama",1166209571,C
305,Alabama,South,"5,074,296","Newville, Alabama",1177928995,C
306,Alabama,South,"5,074,296","North Courtland, Alabama",1166209704,Start
307,Alabama,South,"5,074,296","North Johns, Alabama",1166209738,Start
308,Alabama,South,"5,074,296","Northport, Alabama",1167817987,C
309,Alabama,South,"5,074,296","Notasulga, Alabama",1175854552,C
310,Alabama,South,"5,074,296","Oak Grove, Alabama",1124809704,C
311,Alabama,South,"5,074,296","Oak Hill, Alabama",1166209958,C
312,Alabama,South,"5,074,296","Oakman, Alabama",1174954255,Start
313,Alabama,South,"5,074,296","Odenville, Alabama",1166210198,C
314,Alabama,South,"5,074,296","Ohatchee, Alabama",1166210252,C
315,Alabama,South,"5,074,296","Oneonta, Alabama",1166092446,C
316,Alabama,South,"5,074,296","Onycha, Alabama",1166210466,Start
317,Alabama,South,"5,074,296","Opelika, Alabama",1165896665,C
318,Alabama,South,"5,074,296","Opp, Alabama",1165896683,C
319,Alabama,South,"5,074,296","Orange Beach, Alabama",1179725369,C
320,Alabama,South,"5,074,296","Orrville, Alabama",1175606582,C
321,Alabama,South,"5,074,296","Owens Cross Roads, Alabama",1172849762,C
322,Alabama,South,"5,074,296","Oxford, Alabama",1165896955,C
323,Alabama,South,"5,074,296","Ozark, Alabama",1175658038,C
324,Alabama,South,"5,074,296","Paint Rock, Alabama",1166210847,C
325,Alabama,South,"5,074,296","Parrish, Alabama",1166210982,C
326,Alabama,South,"5,074,296","Pelham, Alabama",1174024956,C
327,Alabama,South,"5,074,296","Pell City, Alabama",1171029165,C
328,Alabama,South,"5,074,296","Pennington, Alabama",1135170013,C
329,Alabama,South,"5,074,296","Perdido Beach, Alabama",1166211174,Start
330,Alabama,South,"5,074,296","Petrey, Alabama",1096817791,C
331,Alabama,South,"5,074,296","Phenix City, Alabama",1160284984,C
332,Alabama,South,"5,074,296","Phil Campbell, Alabama",1176609767,C
333,Alabama,South,"5,074,296","Pickensville, Alabama",1166211277,C
334,Alabama,South,"5,074,296","Piedmont, Alabama",1174026676,C
335,Alabama,South,"5,074,296","Pike Road, Alabama",1170574167,C
336,Alabama,South,"5,074,296","Pinckard, Alabama",1166211323,Start
337,Alabama,South,"5,074,296","Pine Apple, Alabama",1166211355,C
338,Alabama,South,"5,074,296","Pine Hill, Alabama",1166211367,Start
339,Alabama,South,"5,074,296","Pine Ridge, Alabama",1166211388,Start
340,Alabama,South,"5,074,296","Pinson, Alabama",1178582292,C
341,Alabama,South,"5,074,296","Pisgah, Alabama",1166211442,C
342,Alabama,South,"5,074,296","Pleasant Grove, Alabama",1177636010,C
343,Alabama,South,"5,074,296","Pleasant Groves, Alabama",1166229073,Start
344,Alabama,South,"5,074,296","Pollard, Alabama",1166229176,Start
345,Alabama,South,"5,074,296","Powell, Alabama",1166229333,C
346,Alabama,South,"5,074,296","Prattville, Alabama",1167939343,C
347,Alabama,South,"5,074,296","Priceville, Alabama",1166229409,C
348,Alabama,South,"5,074,296","Prichard, Alabama",1176865405,C
349,Alabama,South,"5,074,296","Providence, Alabama",1166229472,Start
350,Alabama,South,"5,074,296","Ragland, Alabama",1166229540,C
351,Alabama,South,"5,074,296","Rainbow City, Alabama",1158827266,GA
352,Alabama,South,"5,074,296","Rainsville, Alabama",1171084402,C
353,Alabama,South,"5,074,296","Ranburne, Alabama",1166229569,C
354,Alabama,South,"5,074,296","Red Bay, Alabama",1169333757,C
355,Alabama,South,"5,074,296","Red Level, Alabama",1166229671,C
356,Alabama,South,"5,074,296","Reece City, Alabama",1166229699,Start
357,Alabama,South,"5,074,296","Reform, Alabama",1165899409,C
358,Alabama,South,"5,074,296","Rehobeth, Alabama",1172196089,C
359,Alabama,South,"5,074,296","Repton, Alabama",1166229759,Start
360,Alabama,South,"5,074,296","Ridgeville, Alabama",1166229906,Start
361,Alabama,South,"5,074,296","River Falls, Alabama",1166230019,C
362,Alabama,South,"5,074,296","Riverside, Alabama",1166230024,C
363,Alabama,South,"5,074,296","Riverview, Alabama",1166230040,Start
364,Alabama,South,"5,074,296","Roanoke, Alabama",1165899878,C
365,Alabama,South,"5,074,296","Robertsdale, Alabama",1166314424,C
366,Alabama,South,"5,074,296","Rockford, Alabama",1169199856,GA
367,Alabama,South,"5,074,296","Rogersville, Alabama",1166230187,C
368,Alabama,South,"5,074,296","Rosa, Alabama",1166230264,Start
369,Alabama,South,"5,074,296","Russellville, Alabama",1165900503,GA
370,Alabama,South,"5,074,296","Rutledge, Alabama",1166230534,Start
371,Alabama,South,"5,074,296","St. Florian, Alabama",1166330128,C
372,Alabama,South,"5,074,296","Samson, Alabama",1165900688,C
373,Alabama,South,"5,074,296","Sand Rock, Alabama",1166230657,C
374,Alabama,South,"5,074,296","Sanford, Alabama",1166230687,Start
375,Alabama,South,"5,074,296","Saraland, Alabama",1176013392,GA
376,Alabama,South,"5,074,296","Sardis City, Alabama",1166230721,C
377,Alabama,South,"5,074,296","Satsuma, Alabama",1165900914,C
378,Alabama,South,"5,074,296","Scottsboro, Alabama",1174635424,C
379,Alabama,South,"5,074,296","Section, Alabama",1166230919,C
380,Alabama,South,"5,074,296","Selma, Alabama",1143473983,C
381,Alabama,South,"5,074,296","Sheffield, Alabama",1178910007,C
382,Alabama,South,"5,074,296","Shiloh, DeKalb County, Alabama",1166231236,C
383,Alabama,South,"5,074,296","Shorter, Alabama",1167174337,C
384,Alabama,South,"5,074,296","Silas, Alabama",1166231326,C
385,Alabama,South,"5,074,296","Silverhill, Alabama",1178521390,C
386,Alabama,South,"5,074,296","Sipsey, Alabama",1166231394,Start
387,Alabama,South,"5,074,296","Skyline, Alabama",1166231421,C
388,Alabama,South,"5,074,296","Slocomb, Alabama",1165901938,Start
389,Alabama,South,"5,074,296","Smiths Station, Alabama",1165901985,C
390,Alabama,South,"5,074,296","Snead, Alabama",1166231481,Start
391,Alabama,South,"5,074,296","Somerville, Alabama",1166231524,C
392,Alabama,South,"5,074,296","South Vinemont, Alabama",1166329815,Start
393,Alabama,South,"5,074,296","Southside, Alabama",1165902345,C
394,Alabama,South,"5,074,296","Spanish Fort, Alabama",1178909983,C
395,Alabama,South,"5,074,296","Springville, Alabama",1165902747,C
396,Alabama,South,"5,074,296","Steele, Alabama",1166330411,C
397,Alabama,South,"5,074,296","Stevenson, Alabama",1165903151,C
398,Alabama,South,"5,074,296","Sulligent, Alabama",1165903367,C
399,Alabama,South,"5,074,296","Sumiton, Alabama",1177623469,C
400,Alabama,South,"5,074,296","Summerdale, Alabama",1166330782,C
401,Alabama,South,"5,074,296","Susan Moore, Alabama",1166330933,C
402,Alabama,South,"5,074,296","Sweet Water, Alabama",1170589664,GA
403,Alabama,South,"5,074,296","Sylacauga, Alabama",1176796677,C
404,Alabama,South,"5,074,296","Sylvan Springs, Alabama",1177624259,Start
405,Alabama,South,"5,074,296","Sylvania, Alabama",1166331023,GA
406,Alabama,South,"5,074,296","Talladega Springs, Alabama",1166331095,C
407,Alabama,South,"5,074,296","Talladega, Alabama",1165903654,C
408,Alabama,South,"5,074,296","Tallassee, Alabama",1151228134,C
409,Alabama,South,"5,074,296","Tarrant, Alabama",1177783643,C
